prof,awards,famous,height,dob,birthplace
"Actor,Producer,Director",no awards no nominations,"The Woman in the House Across the Street from the Girl in the Window,The Nevers,Da Vinci's Demons,The Collection",,,
"Actress,Writer,Producer",no awards no nominations,"Scary Movie,Southland Tales,Liar Liar,Inspector Gadget",1.57 m,"September 19, 1962","Philadelphia, Pennsylvania, USA"
"Actor,Producer,Composer",no awards no nominations,"Halloween,Hancock,American Horror Story,Euphoria",3 m,September 27,"San Diego, California, USA"
"Actress,Producer,Director",no awards no nominations,"Euphoria,Godfather of Harlem,The Irishman,Talking Sopranos",(1.64 m,"November 22, 1965","East Harlem, New York City, New York, USA"
Actor,no awards no nominations,"Tomorrow Never Dies,Ghost,Buckaroo,Fast Times at Ridgemont High",(1.95 m,"November 11, 1948","Brooklyn, New York City, New York, USA"
"Producer,Actor,Director",no awards no nominations,"Freaks and Geeks,The Heat,Heavyweights,Spy",3 m,"September 17, 1962","Mount Clemens, Michigan, USA"
Actor,no awards no nominations,"Triangle of Sadness,Pusher,2012,Pusher III",(1.97 m,"May 13, 1953","Osijek, Croatia"
"Actor,Music Department,Soundtrack",no awards no nominations,"Paper Towns,Tick, Tick... Boom!,Thanks for Sharing,Fear the Walking Dead",1.75 m,"March 16, 1967","Bloomington, Indiana, USA"
"Actress,Music Department,Producer",no awards no nominations,"Lincoln,Mr. Robot,Falling Skies,Admission",(1.72 m,"June 9, 1964","Toronto, Ontario, Canada"
"Actress,Producer,Music Department",no awards no nominations,"It Takes Two,Beastly,The Wackness,New York Minute",1.57 m,"June 13, 1986","Los Angeles, California, USA"
Actor,no awards no nominations,"The New Mutants,Stranger Things,Shut In,Marrowbone",1.73 m,"February 6, 1994","Leeds, West Yorkshire, England, UK"
"Actor,Director,Soundtrack",no awards no nominations,"Cocoon,Trading Places,Heaven Can Wait,Homeward Bound: The Incredible Journey", (1.79 m,"May 31, 1908","Kenosha, Wisconsin, USA"
"Actor,Producer,Writer",no awards no nominations,"Capote,A Mighty Heart,The Birdcage,In Treatment",1.75 m,"June 8, 1967","Silver Spring, Maryland, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"The Way Way Back,2012,Psych,AVPR: Aliens vs Predator - Requiem",1.70 m,"August 7, 1996","Vancouver, British Columbia, Canada"
Actor,no awards no nominations,"Ozark,Changeling,Scandal,Ray Donovan",1.85 m,"October 9, 1970","Elmira, New York, USA"
Actress,no awards no nominations,"The Offer,Resident Alien,Fosse/Verdon,Prodigal Son",1.85 m,"October 9, 1970","Elmira, New York, USA"
"Actor,Writer,Producer",no awards no nominations,"Chappaquiddick,American Dreamer,Peter Pan & Wendy,Troop Zero",3 m,"July 7, 1966","Elgin, Illinois, USA"
"Actress,Writer",no awards no nominations,"White Lie,Red Riding Hood,Sisters & Brothers,Arrow",1.65 m,"August 6, 1991","Vancouver, British Columbia, Canada"
"Producer,Actor,Writer",no awards no nominations,"Step Up 3D,Step Up Revolution,Step Up All In,Hairspray",3 m,"September 29, 1982","Montgomery, Alabama, USA"
"Actor,Producer,Stunts",no awards no nominations,"Gotti,American Gangster,The Mambo Kings,Judge Dredd",(1.78 m,"October 4, 1949","New York City, New York, USA"
"Actress,Writer,Producer",no awards no nominations,"The Catherine Tate Show,Doctor Who,Love and Other Disasters,Starter for 10",1.70 m,"December 5, 1969","Bloomsbury, London, England, UK"
"Actor,Producer,Director",no awards no nominations,"Beverly Hills, 90210,Call Me Fitz,Cas & Dylan,Private Eyes",1.75 m,"August 28, 1969","Vancouver, British Columbia, Canada"
"Actor,Director,Writer",no awards no nominations,"The Thing,Risky Business,My Girl,Hanover Street",1.85 m,"November 20, 1948","New York City, New York, USA"
"Actress,Producer",no awards no nominations,"Dear White People,Chi-Raq,If Beale Street Could Talk,Candyman",1.65 m,"September 22, 1987","Hopkins, South Carolina, USA"
"Actor,Producer,Director",no awards no nominations,"CSI: Crime Scene Investigation,Alien: Resurrection,Thursday,All She Wrote",1.88 m,"December 11, 1966","Philadelphia, Pennsylvania, USA"
"Actor,Writer",no awards no nominations,"The a Word,Harry Potter and the Prisoner of Azkaban,Master and Commander: The Far Side of the World,Inspector George Gently",(1.78 m,"January 28, 1976","Burnley, Lancashire, England, UK"
Actor,no awards no nominations,"The OA,High Fidelity,Peaky Blinders,King Arthur: Legend of the Sword",(1.71 m,"February 28, 1986","Kentish Town, Middlesex, London, England, UK"
"Actor,Writer,Producer",no awards no nominations,"Brian and Charles,Brian and Charles,4Funnies,Cemetery Junction",(1.71 m,"February 28, 1986","Kentish Town, Middlesex, London, England, UK"
"Actress,Producer",no awards no nominations,"The Young and the Restless,Days of Our Lives,Steel and Lace,Prison Break",1.70 m,"April 24, 1968","Grand Rapids, Michigan, USA"
"Actor,Stunts,Soundtrack",no awards no nominations,"Blood Simple,Blade Runner,The Jerk,Critters",(1.78 m,"March 22, 1935","Ogdensburg, New York, USA"
"Actress,Director",no awards no nominations,"Hodejegerne,Ragnarok,Riviera,The Girl In The Spider's Web",(1.84 m,"May 24, 1976","Stord, Norway"
"Actor,Producer,Writer",no awards no nominations,"Babylon 5,Lost in Space,Double Trouble,The Twilight Zone",1.70 m,"February 1, 1954","San Gabriel, California, USA"
"Actor,Director",no awards no nominations,"Final Destination,Dawson's Creek,My Bloody Valentine,Life Unexpected",3 m,"March 9, 1972","Exton, Pennsylvania, USA"
"Actress,Producer,Director",no awards no nominations,"Sex and the City 2,Sex and the City,James White,Sex and the City",1.70 m,"April 9, 1966","New York City, New York, USA"
Actress,no awards no nominations,"Vacation,Movement and Location,Tell Me Lies,The Blacklist",1.65 m,"April 9, 1966","New York City, New York, USA"
Actress,no awards no nominations,"Game of Thrones,The Magicians,Star vs. The Forces of Evil,Supergirl",1.73 m,"May 25, 1982","St. Albans, Hertfordshire, England, UK"
Actress,no awards no nominations,"Superbad,Spring Break '83,Cold Case,Saint John of Las Vegas",1.60 m,"July 10, 1984","Santa Fe, New Mexico, USA"
"Actress,Additional Crew",no awards no nominations,"The Eternals,The Walking Dead,Sound of Metal,Wonderstruck",1.57 m,"April 6, 1978","Chicago, Illinois, USA"
"Actor,Writer,Producer",no awards no nominations,"The Other Guys,The Lego Ninjago Movie,Silicon Valley,David",1.93 m,"September 25, 1984","Trenton, New Jersey, USA"
"Actress,Director,Soundtrack",no awards no nominations,"Sabrina the Teenage Witch,Psycho Beach Party,The Bonfire of the Vanities,The 5 Mrs. Buchanans",1.73 m,"February 24, 1959","Falmouth, Kentucky, USA"
"Actress,Executive",no awards no nominations,"The Double Life of Véronique,Trois Couleurs: Rouge,Goodbye, Children,U.S. Marshals",1.63 m,"July 15, 1966","Suresnes, Seine [now Hauts-de-Seine], France"
"Actor,Producer,Additional Crew",no awards no nominations,"Surf's Up,One Night at McCool's,Baywatch,Extremedays",1.75 m,"February 11, 1972","Cocoa Beach, Florida, USA"
"Actor,Producer,Writer",no awards no nominations,"The Karate Kid Part III,Vampires,xXx,Excessive Force",1.96 m,"March 18, 1962","Hartford, Connecticut, USA"
"Actress,Director,Producer",no awards no nominations,"Laverne & Shirley,A League of Their Own,Big,Awakenings",1.68 m,"October 15, 1943","Manhattan, New York City, New York, USA"
"Actress,Soundtrack",no awards no nominations,"Fa Yeung Nin Wah,Ying Xiong,Tian mi mi,Ah Fei Zing Zyun",(1.69 m,"September 20, 1964",Hong Kong
"Actress,Producer,Production Manager",no awards no nominations,"Marnie,The Silence of the Lambs,The Prize,The Cable Guy",1.68 m,"February 25, 1938","Hollywood, Los Angeles, California, USA"
"Actress,Additional Crew",no awards no nominations,"Birdman or (The Unexpected Virtue of Ignorance),About Time,Gifted,Under the Tuscan Sun",1.68 m,"November 7, 1950","Edinburgh, Scotland, UK"
Actress,no awards no nominations,"47 Meters Down: Uncaged,Midnight in the Switchgrass,Love Advent,Entertainment Tonight",1.75 m,"June 27, 1998","Los Angeles, California, USA"
"Actor,Director,Second Unit Director or Assistant Director",no awards no nominations,"Midnight Cowboy,Darling,Marathon Man,Yanks",1.75 m,"February 16, 1926","Hampstead, London, England, UK"
Actress,no awards no nominations,"Beautiful Kate,Black Water",1.70 m,"November 2, 1985",Australia
"Actress,Director,Music Department",no awards no nominations,"The Thundermans,One Crazy Cruise,Henry Danger,Nickelodeon's Ho Ho Holiday Special",1.73 m,"October 7, 1997","Morristown, New Jersey, USA"
"Actor,Producer",no awards no nominations,"Aladdin,The Old Guard,Black Adam,What Happened to Monday",3 m,"January 16, 1983","The Hague, Netherlands"
"Actor,Writer,Soundtrack",no awards no nominations,"Ernest Goes to Camp,Atlantis: The Lost Empire,Toy Story,Ernest Saves Christmas",1.85 m,"June 15, 1949","Lexington, Kentucky, USA"
"Actor,Director,Producer",no awards no nominations,"Billions,The Little Things,Oz,The Watcher",3 m,"January 29, 1954","Lincoln, Illinois, USA"
"Writer,Director,Producer",no awards no nominations,"The Apartment,Some Like It Hot,Sabrina,Sunset Blvd.",(1.80 m,"June 22, 1906","Sucha, Galicia, Austria-Hungary [now Sucha Beskidzka, Malopolskie, Poland]"
"Actor,Director,Stunts",no awards no nominations,"Mortal Kombat,Deadpool 2,Shadow and Bone,Wu Assassins",(1.87 m,"February 4, 1987","Manchester, England, UK"
"Writer,Producer,Additional Crew",no awards no nominations,"Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,Bumblebee,The Flash,Shut In",(1.87 m,"February 4, 1987","Manchester, England, UK"
"Actress,Director,Writer",no awards no nominations,"The Tudors,The Commitments,Orphan Black,Dexter",1.68 m,"September 25, 1964","Clontarf, Dublin, Ireland"
"Actor,Producer,Soundtrack",no awards no nominations,"Gilida,Superman,Pocketful of Miracles,The Big Heat",1.75 m,"May 1, 1916","Sainte-Christine-d'Auvergne, Portneuf, Québec, Canada"
"Actor,Producer,Director",no awards no nominations,"Will & Grace,Travelers,Perception,Dead Like Me",(1.80 m,"April 18, 1963","Toronto, Ontario, Canada"
"Actor,Producer,Soundtrack",no awards no nominations,"Batman: The Killing Joke,Batman: Arkham Knight,Batman: Arkham City,Batman: Mask of the Phantasm",1.88 m,"November 30, 1955","Westbury, New York, USA"
"Actress,Producer,Writer",no awards no nominations,"Alvin and the Chipmunks,Supercross,Open Water 2: Adrift,Harper's Island",1.73 m,"September 11, 1979","Baton Rouge, Louisiana, USA"
Actress,no awards no nominations,"Risky Business,John Q,Alpha Dog,Baby Boom",1.70 m,"October 9, 1949","Philadelphia, Pennsylvania, USA"
"Actor,Producer,Writer",no awards no nominations,"Graymail,Ready or Not,Orphan Black,Snowpiercer",1.85 m,"October 25, 1979","Toronto, Ontario, Canada"
"Actress,Producer,Writer",no awards no nominations,"Festival of Trees,Black Balsam,Cooking with the Stars,Sonny",1.73 m,January 16,"Los Angeles, California, USA"
"Actor,Music Department,Soundtrack",no awards no nominations,"Daybreakers,Patriot,Triangle,The Invisible Man",(1.78 m,"April 26, 1981","Auckland, New Zealand"
"Actress,Writer,Producer",no awards no nominations,"It's Complicated,Jerry Maguire,Office Space,Nightcap",1.70 m,"January 12, 1965","Washington, District of Columbia, USA"
"Actress,Director,Writer",no awards no nominations,"Doc Martin,Murder in Suburbia,DCI Banks,Delia Derbyshire: The Myths and Legendary Tapes",1.68 m,"October 19, 1969","Manchester, Greater Manchester, England, UK"
"Writer,Actor,Producer",no awards no nominations,"My Wife and Kids,The Last Boy Scout,Major Payne,Mo' Money",1.88 m,"September 4, 1960","New York City, New York, USA"
"Actress,Producer,Stunts",no awards no nominations,"The Martial Arts Kid,In Search of the Last Action Heroes,Diary of a Lunatic,China O'Brien",1.60 m,"March 8, 1957","Wilmington, Delaware, USA"
Actress,no awards no nominations,"Mulholland Dr.,What Lies Beneath,Evolution,But I'm a Cheerleader",1.70 m,July 17,"Hollywood, Los Angeles, California, USA"
"Actress,Director,Producer",no awards no nominations,"Ballers,Test Pattern,Imani,Girls Getaway Gone Wrong",1.63 m,"September 30, 1987","Washington, District of Columbia, USA"
"Actor,Producer,Writer",no awards no nominations,"Tron,Scary Movie 4,The Killing,White Chicks",1.85 m,July 30,"Halifax, Nova Scotia, Canada"
"Actor,Producer,Writer",no awards no nominations,"Beneath the Planet of the Apes,Il gatto a nove code,Good Guys Wear Black,The Valley of Gwangi", (1.79 m,"January 31, 1934","Clayton, Missouri, USA"
"Actor,Executive,Soundtrack",no awards no nominations,"Mayans M.C.,Miracle Desert,Teen Wolf,The 100",(1.77 m,"April 8, 1970","Toronto, Ontario, Canada"
"Actress,Composer,Soundtrack",no awards no nominations,"A View to a Kill,Conan the Destroyer,The Avengers,Boomerang",1.73 m,"May 19, 1948","Spanish Town, Jamaica"
"Actor,Additional Crew,Soundtrack",no awards no nominations,"Paint Your Wagon,The Dirty Dozen,Raging Kitty,The Professionals",(1.87 m,"February 19, 1924","New York City, New York, USA"
"Actress,Producer,Director",no awards no nominations,"Ted,Next,Ted 2,Get Smart",1.63 m,"February 19, 1924","New York City, New York, USA"
"Actor,Director,Writer",no awards no nominations,"American Crime,Locke & Key,Closet Monster,Boy",(1.80 m,"June 23, 1994",Canada
"Actor,Producer",no awards no nominations,"Eighth Year,Dark Skies,Alive,Kicking and Screaming",(1.80 m,"June 9, 1969","New York City, New York, USA"
"Actress,Producer,Director",no awards no nominations,"The World Is Not Enough,The Postman,The Rite,A Brooklyn State of Mind",(1.77 m,"July 27, 1968","Messina, Sicily, Italy"
"Actress,Soundtrack",no awards no nominations,"Foyle's War,The Wicker Tree,The Five,Lorna Doone",1.65 m,"August 1, 1979","Cardiff, Wales, UK"
"Actress,Director,Writer",no awards no nominations,"Devil,Edge of Darkness,Drag Me to Hell,The Little Death",(1.61 m,"July 12, 1981","Belgrade, Serbia, Yugoslavia"
"Producer,Writer,Director",no awards no nominations,"Servant,Old,The Watchers,The Holloway Picture",(1.61 m,"July 12, 1981","Belgrade, Serbia, Yugoslavia"
Actress,no awards no nominations,The Alienist,(1.61 m,"July 12, 1981","Belgrade, Serbia, Yugoslavia"
"Actor,Producer,Soundtrack",no awards no nominations,"Hævnen,Eurovision Song Contest: The Story of Fire Saga,The Hobbit: The Desolation of Smaug,The Salvation",(1.89 m,"September 25, 1963","Jakobsberg, Stockholms län, Sweden"
Actress,no awards no nominations,"Shank,Vikings,WPC 56,Vikings: Athelstan's Journal",1.60 m,"February 28, 1989","Coventry, West Midlands, England, UK"
"Actor,Producer,Writer",no awards no nominations,"Resident Evil: Apocalypse,Friday After Next,The Hangover,Next Friday",(1.87 m,"November 18, 1970","Indianapolis, Indiana, USA"
"Actor,Soundtrack",no awards no nominations,"Designing Women,Mannequin,Damien: Omen II,Mannequin: On the Move",1.85 m,"April 11, 1947","Boston, Massachusetts, USA"
"Actress,Writer,Producer",no awards no nominations,"Spy,Miranda,Emma.,Call the Midwife",1.86 m,"December 14, 1972","Torquay, Devon, England, UK"
"Actor,Director",no awards no nominations,"Lodge 49,Good Luck Charlie,American Wedding,Robin Hood: Men in Tights",1.88 m,"March 26, 1962","Grand Rapids, Michigan, USA"
Actress,no awards no nominations,"Promising Young Woman,Eva Lasting,La Nieta Elegida,Las noches de Luciana",1.88 m,"November 17, 2002","Bogotá, Colombia"
"Actress,Producer,Director",no awards no nominations,"Kim Possible,Deadly Daycare,Kim Possible,Even Stevens",(1.69 m,"March 20, 1984","Milford, Connecticut, USA"
Actress,no awards no nominations,"Toy Boy,La Casa De Papel,Si fueras tú,Dancing on Glass",1.70 m,"January 26, 1996","Madrid, Spain"
"Actor,Additional Crew,Soundtrack",no awards no nominations,"Super 8,This Is 40,Goosebumps,Black Friday",(1.78 m,"October 4, 1996","Texas, USA"
"Actor,Producer",no awards no nominations,"Six,24: Legacy,Stuck in Love.,The Inspectors",1.96 m,"January 18, 1990","Alexandria, Egypt"
"Actress,Producer",no awards no nominations,"Blade II,Goal II: Living the Dream,Odd Thomas,The Tailor of Panama",(1.69 m,"December 29, 1972","Santiago, Chile"
Actor,no awards no nominations,"Ginny & Georgia,The Expanse,Cult of Nightmares,Impulse",1.93 m,"December 29, 1972","Santiago, Chile"
Actress,no awards no nominations,"Mudlarks,The Nest,The Witcher: Blood Origin,My House",1.60 m,"December 29, 1972","Santiago, Chile"
Actress,no awards no nominations,"Mortal Engines,The Expanse,Minimum Mass,The Panthers",(1.80 m,"January 3, 1994","Island of Savai'i, Western Samoa, South Pacific Ocean"
Actor,no awards no nominations,"Iron Fist,Game of Thrones,The Defenders,The Last Showing",3 m,"March 24, 1988","London, England, UK"
"Actor,Producer,Director",no awards no nominations,"The Three Musketeers,Hero,Victor Frankenstein,King Arthur: Legend of the Sword",1.75 m,"April 5, 1989","London, England, UK"
"Actress,Director,Soundtrack",no awards no nominations,"The Wedding Date,The Holiday,Blackpool,Cutting It",(1.74 m,"June 7, 1968","Yeovil, Somerset, England, UK"
"Actor,Producer,Additional Crew",no awards no nominations,"Max Payne,All Eyez on Me,Ghost Dog: The Way of the Samurai,Bosch",1.85 m,"October 7, 1975","Brooklyn, New York City, New York, USA"
Actor,no awards no nominations,"Blade Runner,Last Man Standing,Deadwood,True Blood",1.73 m,"January 10, 1944","Memphis, Tennessee, USA"
"Actor,Producer",no awards no nominations,"The History Boys,The Lady in the Van,Gunpowder Milkshake,Witless",(1.78 m,1984,"England, UK"
Actress,no awards no nominations,"Ramy,The Long Road Home,The Brave",(1.69 m,"October 28, 1986",Bahrain
Actress,no awards no nominations,"UnREAL,Quantico,Easy A,Video Game High School",1.65 m,"August 30, 1987","Atlanta, Georgia, USA"
"Actor,Director",no awards no nominations,"Legally Blonde,Not Another Teen Movie,The Initiation,Legally Blonde 2: Red, White & Blonde",1.88 m,"July 31, 1953","Buffalo, New York, USA"
"Actor,Soundtrack",no awards no nominations,"The Grapes of Wrath,Stagecoach,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,The Ten Commandments",3 m,"February 5, 1906","New York City, New York, USA"
"Actress,Soundtrack",no awards no nominations,"The Thin Man,The Best Years of Our Lives,Mr. Blandings Builds His Dream House,After the Thin Man",1.68 m,"August 2, 1905","Helena, Montana, USA"
"Actress,Producer",no awards no nominations,"Red Road,Prometheus,Filth,The Green Knight",(1.69 m,"April 25, 1971","East Kilbride, Scotland, UK"
"Actress,Additional Crew,Producer",no awards no nominations,"Tyuhvhj,Back to School,Prêt-à-Porter,Night Club",(1.78 m,"June 2, 1937","Long Beach, California, USA"
"Actor,Producer,Additional Crew",no awards no nominations,"The Andy Griffith Show,Waitress,A Man in the Crowd,Matlock",(1.78 m,"June 1, 1926","Mount Airy, North Carolina, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Frost/Nixon,Robot & Frank,The Trial of the Chicago 7,The Box",(1.95 m,"January 1, 1938","Bayonne, New Jersey, USA"
"Actor,Director,Soundtrack",no awards no nominations,"The Parent Trap,Young Guns,The Wind and the Lion,Reflections in a Golden Eye",(1.87 m,"November 14, 1921","Bayonne, New Jersey, USA"
"Actress,Producer",no awards no nominations,"Bachelor Party,Gwendoline,Witchboard,After Midnight",1.68 m,"August 5, 1961","San Diego, California, USA"
"Actress,Writer,Producer",no awards no nominations,"The Righteous Gemstones,Knives Out,Vice Principals,Between Two Ferns: The Movie",1.68 m,"September 19, 1974","Texas City, Texas, USA"
"Actor,Writer,Producer",no awards no nominations,"The Adventures of Robin Hood,Adventures of Don Juan,Captain Blood,That Forsyte Woman",(1.86 m,"June 20, 1909","Hobart, Tasmania, Australia"
"Actor,Director",no awards no nominations,"Vera,Snowpiercer,Stella,Black Work",(1.80 m,"March 27, 1975","Barnsley, South Yorkshire, England, UK"
"Actress,Music Department,Soundtrack",no awards no nominations,"Cloak & Dagger,Kickin' It,Same Kind of Different as Me,Jimmy Kimmel Live!",(1.61 m,"August 5, 1997","Germantown, Tennessee, USA"
Actress,no awards no nominations,"Quo Vadis,Devil Girl from Mars,BBC Sunday-Night Play,Hay Fever",1.68 m,"March 19, 1919","Wandsworth, London, England, UK"
"Actor,Producer,Additional Crew",no awards no nominations,"Steel Toes,The Torturer,Snowed-Inn Christmas,Are You Afraid of the Dark?",(1.80 m,"June 9, 1979","Montréal, Québec, Canada"
"Actress,Producer",no awards no nominations,"Liar Liar,The Lair of the White Worm,L.A. Law,The Madness of King George",1.73 m,"June 29, 1962","London, England, UK"
Actress,no awards no nominations,"I Know What You Did Last Summer,Three Months,Gone in the Night,Uglies",1.55 m,"June 14, 1998","Los Angeles, California, USA"
"Actor,Soundtrack",no awards no nominations,"My Fair Lady,War and Peace,The Sign of Four,The Hound of the Baskervilles",1.86 m,"November 3, 1933","Berkswell Grange, Warwickshire, England, UK"
"Actor,Director,Producer",no awards no nominations,"Gosford Park,A Mighty Wind,Close Encounters of the Third Kind,2010: The Year We Make Contact",1.65 m,"August 16, 1945","Chicago, Illinois, USA"
"Actor,Soundtrack",no awards no nominations,"Game of Thrones,Moonfall,Marry Me,American Satan",1.73 m,"September 15, 1988","Wythenshawe, Manchester, England, UK"
"Actor,Producer,Writer",no awards no nominations,"Transformers: Robots in Disguise,Boy Meets World,Thundercats,Batman Beyond",(1.74 m,"August 11, 1976","Hartford, Connecticut, USA"
"Actress,Soundtrack",no awards no nominations,"Lost in Austen,The Black Dahlia,A Sound of Thunder,As If",1.60 m,"October 24, 1981","Hammersmith, London, England, UK"
"Actor,Soundtrack",no awards no nominations,"The Hours,Game of Thrones,Darkest Hour,Spy Game",3 m,"March 27, 1957","London, England, UK"
"Actor,Soundtrack",no awards no nominations,"Surrogates,The Starving Games,Teen Wolf,Final Fantasy VII Remake",1.73 m,"April 15, 1995",USA
"Actor,Writer,Music Department",no awards no nominations,"Caddyshack,Groundhog Day,JFK,Wayne's World",(1.74 m,"October 31, 1945","Chicago, Illinois, USA"
"Actress,Producer,Writer",no awards no nominations,"Holiday Date,The Marijuana Conspiracy,Blizzard,Kiss and Cry",1.70 m,February 8,"Toronto, Ontario, Canada"
"Actor,Soundtrack",no awards no nominations,"The Dark Knight Rises,Face/Off,Ray,The Loft",1.85 m,"September 14, 1953","Washington, District of Columbia, USA"
"Actress,Additional Crew",no awards no nominations,"Back to the Future,CBS Schoolbreak Special,Back to the Future: The Game - 30th Anniversary Edition,Back to the 2015 Future",1.63 m,"July 5, 1966","Kuala Lumpur, Malaysia"
"Actor,Writer,Visual Effects",no awards no nominations,"Harry Potter and the Goblet of Fire,Shakespeare in Love,Harry Potter and the Half-Blood Prince,101 Dalmatians",1.86 m,"August 22, 1959","Bromsgrove, Worcestershire, England, UK"
"Actor,Writer,Composer",no awards no nominations,"The Suicide Squad,Pitch Perfect 2,Chip 'n Dale: Rescue Rangers,Conan",1.91 m,"March 28, 1982","Erlangen, Bavaria, Germany"
"Actor,Soundtrack",no awards no nominations,"The Goldbergs,The Emoji Movie,Ralph Breaks the Internet: Wreck-It Ralph 2,R.L. Stine's The Haunting Hour",1.75 m,"May 30, 1999","St. Joseph, Michigan, USA"
"Actor,Producer,Writer",no awards no nominations,"ER,Suits,666 Park Avenue,U-571",3 m,"May 10, 1968","Yonkers, New York, USA"
"Actor,Director,Writer",no awards no nominations,"Jingle All the Way,Black Sheep Squadron,Centennial,The Wild Wild West Revisited",1.73 m,"March 1, 1935","Chicago, Illinois, USA"
"Actress,Writer",no awards no nominations,"Getting On,Veep,NCIS,A Futile and Stupid Gesture",(1.71 m,"January 23, 1983","Manhasset, New York, USA"
"Actor,Writer,Producer",no awards no nominations,"The Lion King,Bros,The Angry Birds Movie,Funny or Die's Billy on the Street",1.91 m,"September 18, 1978","New York City, New York, USA"
"Actor,Writer,Director",no awards no nominations,"Hogwarts Legacy,Call of Duty: Modern Warfare,Terra Willy: Planète inconnue,Total War: Warhammer III",3 m,"September 18, 1978","New York City, New York, USA"
"Actress,Additional Crew,Writer",no awards no nominations,"The Lion Guard,Tyler Perry's Boo 2! A Madea Halloween,Boo! A Madea Halloween,Transformers: Rescue Bots",1.70 m,"January 1, 1999","Detroit, Michigan, USA"
"Actress,Composer,Soundtrack",no awards no nominations,"The Last Dragon,52 Pick-Up,Action Jackson,Beverly Hills Cop",1.68 m,"January 4, 1959","Niagara Falls, Ontario, Canada"
"Actress,Producer",no awards no nominations,"The Accountant,The Americans,The Nanny Diaries,Snowpiercer",1.65 m,"July 12, 1976","Sunderland, Tyne & Wear, England, UK"
"Actor,Soundtrack",no awards no nominations,"Monk,A Beautiful Mind,Flags of Our Fathers,The Boys",(1.80 m,"May 19, 1970","Vancouver, British Columbia, Canada"
"Actress,Soundtrack",no awards no nominations,"Spies Like Us,Wayne's World,Twilight Zone: The Movie,Nixon",1.75 m,"July 20, 1957","Alexandria, Virginia, USA"
"Actor,Writer,Producer",no awards no nominations,"Deadwood,Supernatural,Breaking Bad,The Boys",(1.80 m,"August 12, 1950","Laramie, Wyoming, USA"
"Actor,Writer,Producer",no awards no nominations,"The Walking Dead,Snatch,Colombiana,Save Me",(1.78 m,"October 11, 1965","Nottingham, Nottinghamshire, England, UK"
