id_,names,worked_as,famous_movies,height,dob,birthplace,place  ,subcity,city   ,county ,state  ,country
nm0255124,Tom Ellis,"Actor,Producer,Soundtrack","Lucifer,Isn't It Romantic,Miranda,Buffalo Soldiers",1.91,"November 17, 1978","Cardiff, Wales, UK",Not Available,Not Available,Cardiff,Not Available,Wales,UK
nm1269983,Krysten Ritter,"Actress,Producer,Director","Jessica Jones,Big Eyes,Don't Trust the B---- In Apartment 23,Breaking Bad",1.75,"December 16, 1981","Bloomsburg, Pennsylvania, USA",Not Available,Not Available,Bloomsburg,Not Available,Pennsylvania,USA
nm1906500,Katherine Kelly,"Actress,Executive,Soundtrack","Cheat,Criminal: United Kingdom,Happy Valley,Mr Selfridge",1.7,"November 19, 1979","Barnsley, Yorkshire, England, UK",Barnsley,Not Available,Yorkshire,Not Available,England,UK
nm4317622,Mason Alexander Park,Actor,"Cowboy Bebop,The Sandman,Before You Know It,iCarly",1.7,"July 12, 1995","Fairfax, Virginia, USA",Not Available,Not Available,Fairfax,Not Available,Virginia,USA
nm1443502,Jordan Peele,"Director,Writer,Producer","Nope,Get Out,Us,Wendell & Wild",1.71,"February 21, 1979","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm0271657,Tom Felton,"Actor,Director,Writer","Harry Potter and the Philosopher's Stone,Harry Potter and the Half-Blood Prince,Rise of the Planet of the Apes,Harry Potter and the Deathly Hallows: Part 1",1.71,"September 22, 1987","Epsom, Surrey, England, UK",Epsom,Not Available,Surrey,Not Available,England,UK
nm5166444,Ellie Bamber,Actress,"Les Misérables,Nocturnal Animals,Pride and Prejudice and Zombies,The Nutcracker and the Four Realms",1.68,"February 2, 1997","Surrey, England, UK",Not Available,Not Available,Surrey,Not Available,England,UK
nm0916871,Derek Webster,Actor,"Stargate,Independence Day,Godzilla,Night Man",3.0,January 1,"Bakersfield, California, USA",Not Available,Not Available,Bakersfield,Not Available,California,USA
nm2319871,Anna Camp,"Actress,Producer,Soundtrack","Pitch Perfect,The Help",1.65,"September 27, 1982","Aiken, South Carolina, USA",Not Available,Not Available,Aiken,Not Available,South Carolina,USA
nm8071137,Iain Armitage,"Actor,Soundtrack","Young Sheldon,Scoob!,The Glass Castle,Big Little Lies",1.68,"July 15, 2008","Georgia, USA",Not Available,Not Available,Not available,Not Available,Georgia,USA
nm6216593,Rose Williams,"Actress,Costume and Wardrobe Department","Curfew,A Quiet Passion,Mrs.Harris Goes to Paris,Locked In",1.65,"February 18, 1994","Ealing, London, England, UK",Ealing,Not Available,London,Not Available,England,UK
nm2215143,Kiernan Shipka,"Actress,Music Department,Producer","Carriers,Mad Men,When Marnie Was There,The Legend of Korra",1.57,"November 10, 1999","Chicago, Illinois, USA",Not Available,Not Available,Chicago,Not Available,Illinois,USA
nm0002127,Mariska Hargitay,"Actress,Producer,Director","Law & Order: Special Victims Unit,Tales from Earthsea,Lake Placid,Leaving Las Vegas",1.71,"January 23, 1964","Santa Monica, California, USA",Not Available,Not Available,Santa Monica,Not Available,California,USA
nm2400045,Nina Dobrev,"Actress,Producer,Director","The Perks of Being a Wallflower,The Final Girls,xXx: Return of Xander Cage,Let's Be Cops",1.7,"January 9, 1989","Sofia, Bulgaria",Not Available,Not Available,Not available,Not Available,Sofia,Bulgaria
nm0821612,Jewel Staite,Actress,"Firefly,Serenity,Blindspot",1.68,"June 2, 1982","White Rock, British Columbia, Canada",Not Available,Not Available,White Rock,Not Available,British Columbia,Canada
nm0951148,Odette Annable,"Actress,Soundtrack","Cloverfield,The Unborn,You Again,The Double",1.74,"May 10, 1985","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm0956526,Madeline Zima,"Actress,Writer,Director","Californication,Twin Peaks,You,Bombshell",1.73,"September 16, 1985","New Haven, Connecticut, USA",Not Available,Not Available,New Haven,Not Available,Connecticut,USA
nm0000704,Elijah Wood,"Actor,Producer,Director","The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Two Towers,Eternal Sunshine of the Spotless Mind",1.65,"January 28, 1981","Cedar Rapids, Iowa, USA",Not Available,Not Available,Cedar Rapids,Not Available,Iowa,USA
nm0692677,Tyler Posey,"Actor,Producer,Director","Teen Wolf,Maid in Manhattan,Truth or Dare,Scary Movie 5",1.78,"October 18, 1991","Santa Monica, California, USA",Not Available,Not Available,Santa Monica,Not Available,California,USA
nm0876138,Alan Tudyk,"Actor,Writer,Producer","Rogue One,Firefly,I, Robot,A Knight's Tale",1.8,"March 16, 1971","El Paso, Texas, USA",Not Available,Not Available,El Paso,Not Available,Texas,USA
nm1154764,Louise Brealey,"Actress,Writer,Producer","Sherlock,Brian and Charles,Back,Clique",1.6,"March 27, 1979","Northampton, Northamptonshire, England, UK",Northampton,Not Available,Northamptonshire,Not Available,England,UK
nm0098378,Kate Bosworth,"Actress,Producer","Superman Returns,21,Win a Date with Tad Hamilton!,Blue Crush",1.65,"January 2, 1983","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm0000450,Philip Seymour Hoffman,"Actor,Producer,Director","The Master,Capote,Before the Devil Knows You're Dead,Almost Famous",1.77,"July 23, 1967","Fairport, New York, USA",Not Available,Not Available,Fairport,Not Available,New York,USA
nm0040709,Dorothy Atkinson,"Actress,Soundtrack","Mr. Turner,Mum,Pennyworth,Harlots",1.57,1966,"Mansfield, Nottinghamshire, England, UK",Mansfield,Not Available,Nottinghamshire,Not Available,England,UK
nm0000597,Bill Pullman,"Actor,Director,Producer","Independence Day,Independence Day: Resurgence,Spaceballs,Lost Highway",1.85,"December 17, 1953","Hornell, New York, USA",Not Available,Not Available,Hornell,Not Available,New York,USA
nm0563301,Craig Mazin,"Writer,Producer,Actor","Chernobyl,The Hangover Part II,Identity Thief,The Huntsman: Winter's War",1.85,"April 8, 1971","Brooklyn, New York, USA",Not Available,Not Available,Brooklyn,Not Available,New York,USA
nm0134072,Bobby Cannavale,"Actor,Writer,Producer","The Station Agent,Ant-Man,Blue Jasmine,Parker",1.88,"May 3, 1970","Union City, New Jersey, USA",Not Available,Not Available,Union City,Not Available,New Jersey,USA
nm6714979,Camila Morrone,Actress,"Death Wish,Never Goin' Back,Marmalade,Valley Girl",1.75,"June 16, 1997","Los Angeles, USA",Not Available,Not Available,Not available,Not Available,Los Angeles,USA
nm1526352,Jaimie Alexander,Actress,"Thor,Thor: The Dark World,Thor: Love and Thunder,The Last Stand",1.75,"March 12, 1984","Columbia, South Carolina, USA",Not Available,Not Available,Columbia,Not Available,South Carolina,USA
nm0000405,Michelle Forbes,Actress,"Kalifornia,True Blood,Escape from L.A.,The Hunger Games: Mockingjay - Part 2",1.75,"January 8, 1965","Austin, Texas, USA",Not Available,Not Available,Austin,Not Available,Texas,USA
nm3715867,Stephanie Beatriz,"Actress,Director,Producer","Encanto,Brooklyn Nine-Nine,Short Term 12,The LEGO Movie 2: The Second Part",1.68,"February 10, 1981","Neuquén, Argentina",Not Available,Not Available,Not available,Not Available,Neuquén,Argentina
nm0000884,Jennifer Beals,"Actress,Producer,Camera and Electrical Department","Flashdance,The Book of Eli,The Bride,Four Rooms",1.73,"December 19, 1963","Chicago, Illinois, USA",Not Available,Not Available,Chicago,Not Available,Illinois,USA
nm0429069,Rashida Jones,"Actress,Producer,Writer","Parks and Recreation,Celeste & Jesse Forever,The Social Network,I Love You, Man",1.63,"February 25, 1976","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm2929682,Aimee-Ffion Edwards,"Actress,Soundtrack","Peaky Blinders,Luther,Detectorists,Skins",1.55,1987,"Newport, Monmouthshire, Wales, UK",Newport,Not Available,Monmouthshire,Not Available,Wales,UK
nm4043111,Vijay Sethupathi,"Actor,Writer,Producer","96,Master,Vikram Vedha,Super Deluxe",1.75,"January 16, 1978","Rajapalayam, Tamil Nadu, India",Not Available,Not Available,Rajapalayam,Not Available,Tamil Nadu,India
nm0001282,Tony Goldwyn,"Actor,Director,Writer","Ghost,The Last Samurai,The Mechanic,The Last House on the Left",1.88,"May 20, 1960","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm0621760,Kevin Nash,"Actor,Writer,Producer","Magic Mike XXL,John Wick,The Punisher,The Longest Yard",2.08,"July 9, 1959","Detroit, Michigan, USA",Not Available,Not Available,Detroit,Not Available,Michigan,USA
nm0358316,Jon Hamm,"Actor,Producer,Director","Mad Men,The Town,Million Dollar Arm,Tag",1.86,"March 10, 1971","St. Louis, Missouri, USA",Not Available,Not Available,St. Louis,Not Available,Missouri,USA
nm0797464,Jamie-Lynn Sigler,"Actress,Soundtrack","The Sopranos,Entourage,Dark Ride,I Do",1.6,"May 15, 1981","Jericho, Long Island, New York, USA",Jericho,Not Available,Long Island,Not Available,New York,USA
nm0005502,Michelle Trachtenberg,"Actress,Producer,Soundtrack","Buffy the Vampire Slayer,Inspector Gadget,17 Again,Mysterious Skin",1.71,"October 11, 1985","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm6076950,Hassie Harrison,Actress,"Yellowstone,Tacoma FD,The Iron Orchard,Hart of Dixie",1.68,"March 20, 1990","Dallas, Texas, USA",Not Available,Not Available,Dallas,Not Available,Texas,USA
nm0000215,Susan Sarandon,"Actress,Producer,Additional Crew","Thelma & Louise,Dead Man Walking,Stepmom,The Client",1.65,"October 4, 1946","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm0029502,Vanessa Angel,Actress,"Kingpin,Superbabies: Baby Geniuses 2,Stop! Or My Mom Will Shoot,King of New York",1.73,"November 10, 1966","London, England, UK",Not Available,Not Available,London,Not Available,England,UK
nm8090765,Saoirse-Monica Jackson,Actress,"Derry Girls,The Five,The Flash,Upgraded",1.73,"November 24, 1993","Londonderry, Northern Ireland, UK",Not Available,Not Available,Londonderry,Not Available,Northern Ireland,UK
nm0182839,Marion Cotillard,"Actress,Producer,Director","La Môme,Inception,De Rouille Et D'os,Deux jours, une nuit",1.66,"September 30, 1975","Paris, France",Not Available,Not Available,Not available,Not Available,Paris,France
nm0000241,Jean-Claude Van Damme,"Actor,Writer,Producer","Double Impact,The Colony,Kickboxer,JCVD",1.77,"October 18, 1960","Berchem-Sainte-Agathe, Brussels, Belgium",Not Available,Not Available,Berchem-Sainte-Agathe,Not Available,Brussels,Belgium
nm0000432,Gene Hackman,"Actor,Producer,Stunts","The French Connection,The Royal Tenenbaums,Unforgiven,The Poseidon Adventure",1.87,"January 30, 1930","San Bernardino, California, USA",Not Available,Not Available,San Bernardino,Not Available,California,USA
nm0230155,Megan Dodds,"Actress,Writer","The GIrl,The Contract,Bait,Detroit 1-8-7",1.7,"February 15, 1970","Sacramento, California, USA",Not Available,Not Available,Sacramento,Not Available,California,USA
nm0001860,Alicia Witt,"Actress,Music Department,Producer","88 Minutes,Dune,Urban Legend,Vanilla Sky",1.74,"August 21, 1975","Worcester, Massachusetts, USA",Not Available,Not Available,Worcester,Not Available,Massachusetts,USA
nm0018734,Sasha Alexander,"Actress,Director,Producer","Shameless,Rizzoli & Isles,NCIS,Mission: Impossible III",1.65,"May 17, 1973","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm0000535,Rose McGowan,"Actress,Producer,Director","Planet Terror,Jawbreaker,Grindhouse,Charmed",1.63,"September 5, 1973","Florence, Tuscany, Italy",Not Available,Not Available,Florence,Not Available,Tuscany,Italy
nm8137263,Joy Sunday,"Actress,Producer,Director","Wednesday,The Beta Test,Dear White People,Freshman Year",1.65,September 25,"Staten Island, New York",Not Available,Not Available,Not available,Not Available,Staten Island,New York
nm1423048,Sarah Rafferty,"Actress,Producer,Soundtrack","Suits,Chicago Med,Grey's Anatomy,Six Feet Under",1.75,"December 6, 1972","New Canaan, Connecticut, USA",Not Available,Not Available,New Canaan,Not Available,Connecticut,USA
nm0591373,Vanessa Lachey,"Actress,Producer,Soundtrack","Disaster Movie,4: Rise of the Silver Surfer,How I Met Your Mother,Dads",1.7,"November 9, 1980","Clark Air Force Base, Philippines",Not Available,Not Available,Not available,Not Available,Clark Air Force Base,Philippines
nm0001722,Rufus Sewell,"Actor,Soundtrack","Dark City,The Illusionist,A Knight's Tale,Judy",3.0,"October 29, 1967","Twickenham, Middlesex, England, UK",Twickenham,Not Available,Middlesex,Not Available,England,UK
nm0005491,Maura Tierney,"Actress,Producer,Soundtrack","ER,Liar Liar,Beautiful Boy,Insomnia",1.6,"February 3, 1965","Boston, Massachusetts, USA",Not Available,Not Available,Boston,Not Available,Massachusetts,USA
nm2121541,Evanna Lynch,"Actress,Soundtrack","Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Order of the Phoenix,Harry Potter and the Deathly Hallows: Part 1",1.58,"August 16, 1991","Termonfeckin, Ireland",Not Available,Not Available,Not available,Not Available,Termonfeckin,Ireland
nm1534201,Grace Caroline Currey,"Actress,Director,Producer","Shazam!,Fall,Annabelle: Creation,Revenge",1.7,"July 17, 1996",USA,Not Available,Not Available,Not available,Not Available,Not Available,USA
nm0001631,Sarah Polley,"Actress,Director,Writer","My Life Without Me,Dawn of the Dead,The Sweet Hereafter,Go",1.57,"January 8, 1979","Toronto, Ontario, Canada",Not Available,Not Available,Toronto,Not Available,Ontario,Canada
nm4374524,Noémie Merlant,"Actress,Director,Writer","Portrait of a Lady on Fire,Tár,Mi iubita, mon amour,L'innocent",1.76,"November 27, 1988","Paris, France",Not Available,Not Available,Not available,Not Available,Paris,France
nm0000103,Fairuza Balk,"Actress,Soundtrack","The Craft,Almost Famous,Return to Oz,American History X",1.6,"May 21, 1974","Point Reyes, California, USA",Not Available,Not Available,Point Reyes,Not Available,California,USA
nm0005088,Joanna Kerns,"Actress,Director,Producer","Girl, Interrupted,Knocked Up,Growing Pains,No Dessert, Dad, Till You Mow the Lawn",1.74,"February 12, 1953","San Francisco, California, USA",Not Available,Not Available,San Francisco,Not Available,California,USA
nm0085312,Jack Black,"Actor,Producer,Writer","The School of Rock,High Fidelity,Nacho Libre,King Kong",1.68,"August 28, 1969","Hermosa Beach, California, USA",Not Available,Not Available,Hermosa Beach,Not Available,California,USA
nm5730649,Lewis Pullman,"Actor,Soundtrack","Outer Range,Top Gun: Maverick,Bad Times at the El Royale,Catch-22",3.0,"January 29, 1993","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm1128037,Ruben Östlund,"Director,Editor,Writer","Triangle of Sadness,Force Majeure,The Square,Involuntary",1.82,"April 13, 1974","Styrsö, Västra Götalands län, Sweden",Not Available,Not Available,Styrsö,Not Available,Västra Götalands län,Sweden
nm4454223,Emilia Jones,"Actress,Soundtrack","CODA,Brimstone,Youth,High Rise",1.68,"February 23, 2002","London, England, UK",Not Available,Not Available,London,Not Available,England,UK
nm0587431,Ivana Milicevic,Actress,"Just Like Heaven,Running Scared,Love Actually,Paycheck",1.75,"April 26, 1974","Sarajevo, Bosnia and Herzegovina",Not Available,Not Available,Not available,Not Available,Sarajevo,Bosnia and Herzegovina
nm0004742,Maria Bello,"Actress,Producer,Writer","A History of Violence,The Cooler,Coyote Ugly,Lights Out",1.65,"April 18, 1967","Norristown, Pennsylvania, USA",Not Available,Not Available,Norristown,Not Available,Pennsylvania,USA
nm10791266,Maria Taylor,Actress,"Winnie the Pooh: Blood and Honey,Perfectly Frank,Dinosaur Prison",1.7,"April 18, 1967","Norristown, Pennsylvania, USA",Not Available,Not Available,Norristown,Not Available,Pennsylvania,USA
nm5108838,Lyndon Smith,"Actress,Soundtrack","National Treasure: Edge of History,Parenthood,Step Sisters,I'm Sorry.",1.61,June 7,"Pensacola, Florida, USA",Not Available,Not Available,Pensacola,Not Available,Florida,USA
nm2842005,Hero Fiennes Tiffin,"Actor,Producer","Harry Potter and the Half-Blood Prince,After,After We Collided,The Silencing",1.88,"November 6, 1997","London, England, UK",Not Available,Not Available,London,Not Available,England,UK
nm1132359,Summer Glau,"Actress,Producer,Soundtrack","Serenity,Terminator: The Sarah Connor Chronicles,Firefly,Knights of Badassdom",1.66,"July 24, 1981","San Antonio, Texas, USA",Not Available,Not Available,San Antonio,Not Available,Texas,USA
nm1057932,Jonathan Bennett,"Actor,Producer,Director","Mean Girls,Awkward.,The Christmas House,Van Wilder: Freshman Year",1.88,"June 10, 1981","Rossford, Ohio, USA",Not Available,Not Available,Rossford,Not Available,Ohio,USA
nm2168927,Milana Vayntrub,"Actress,Writer,Editorial Department","Werewolves Within,This Is Us,Mother's Little Helpers,@midnight",1.6,"March 8, 1987","Tashkent, Uzbek SSR, USSR [now Uzbekistan]",Not Available,Not Available,Tashkent,Not Available,Uzbek SSR,USSR [now Uzbekistan]
