id_,names,profession,worked_as,famous_for,famous_movies,height,dob,birthplace,img_link,profile_link
nm0333410,Topher Grace,Actor,"Actor,Producer,Writer",In Good Company,"In Good Company,Spider-Man 3,Traffic,That '70s Show",(1.80 m,"July 12, 1978","New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMTc0MjM4OTg0Nl5BMl5BanBnXkFtZTcwNzQ1MDE3Nw@@._V1_UY209_CR1,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0333410
nm1872782,Allie Grant,Actress,Actress,Fanboys,"Fanboys,Weeds,The Runaways,Struck by Lightning",2 m,"February 14, 1994","Tupelo, Mississippi, USA","https://m.media-amazon.com/images/M/MV5BMzZmODI3NGUtNGYwNC00ODRjLWEwYWItZjUzYTYxYWFjYTg3XkEyXkFqcGdeQXVyMTQ2MzA0NDY5._V1_UY209_CR14,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1872782
nm0408284,Michael Imperioli,Actor,"Actor,Writer,Producer",The Sopranos,"The Sopranos,GoodFellas,Summer of Sam,The Lovely Bones",(1.71 m,"March 26, 1966","Mount Vernon, New York, USA","https://m.media-amazon.com/images/M/MV5BMTQ1Nzk2MDg2OV5BMl5BanBnXkFtZTcwNTk4NzQwMw@@._V1_UY209_CR5,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0408284
nm1212722,Benedict Cumberbatch,Actor,"Actor,Producer,Additional Crew",The Imitation Game,"The Imitation Game,Star Trek Into Darkness,August: Osage County,Doctor Strange",3 m,"July 19, 1976","Hammersmith, London, England, UK","https://m.media-amazon.com/images/M/MV5BMjE0MDkzMDQwOF5BMl5BanBnXkFtZTgwOTE1Mjg1MzE@._V1_UY209_CR2,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1212722
nm3762213,Shay Mitchell,Actress,"Actress,Producer,Soundtrack",Pretty Little Liars,"Pretty Little Liars,Mother's Day,The Possession of Hannah Grace,Aaron Stone",(1.71 m,"April 10, 1987","Mississauga, Ontario, Canada","https://m.media-amazon.com/images/M/MV5BMjQzMDYzOTE2OV5BMl5BanBnXkFtZTgwNDIyMTAzMjI@._V1_UY209_CR69,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3762213
nm0000239,Liv Tyler,Actress,"Actress,Producer,Soundtrack",Armageddon,"Armageddon,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Fellowship of the Ring,The Strangers",(1.77 m,"July 1, 1977","New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BNjdlZWM4YzAtMzg2NS00MzZhLThjY2UtZDcwZWFiMjY5YjRkXkEyXkFqcGdeQXVyMTE4ODQ1Mjc3._V1_UY209_CR48,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000239
nm0000614,Alan Rickman,Actor,"Actor,Writer,Director",Die Hard,"Die Hard,Robin Hood: Prince of Thieves,Galaxy Quest,Sweeney Todd: The Demon Barber of Fleet Street",1.85 m,"February 21, 1946","Hammersmith, London, England, UK","https://m.media-amazon.com/images/M/MV5BMTUwNTc4MTg4Ml5BMl5BanBnXkFtZTcwNDY2MjkxOA@@._V1_UY209_CR7,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000614
nm0005132,Heath Ledger,Actor,"Actor,Director,Editor",Brokeback Mountain,"Brokeback Mountain,The Dark Knight,A Knight's Tale,10 Things I Hate About You",1.85 m,"April 4, 1979","Perth, Western Australia, Australia","https://m.media-amazon.com/images/M/MV5BMTI2NTY0NzA4MF5BMl5BanBnXkFtZTYwMjE1MDE0._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0005132
nm0000352,Vincent D'Onofrio,Actor,"Actor,Producer,Director",Men in Black,"Men in Black,The Cell,Full Metal Jacket,Jurassic World",(1.92 m,"June 30, 1959","Brooklyn, New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMTk0NTE2MDkzNF5BMl5BanBnXkFtZTYwODUzMjcz._V1_UY209_CR4,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000352
nm0372176,Lena Headey,Actress,"Actress,Producer,Director",300,"300,Game of Thrones,Pride and Prejudice and Zombies,Dredd",(1.66 m,"October 3, 1973","Hamilton, Bermuda","https://m.media-amazon.com/images/M/MV5BMzIwMjIwNjg0M15BMl5BanBnXkFtZTgwOTI3MDEzMDE@._V1_UY209_CR10,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0372176
nm0005527,Sofía Vergara,Actress,"Actress,Producer,Soundtrack",Hot Pursuit,"Hot Pursuit,Modern Family,Chef,Four Brothers",1.70 m,"July 10, 1972","Barranquilla, Colombia","https://m.media-amazon.com/images/M/MV5BMTU2MjcyMDg1OV5BMl5BanBnXkFtZTgwMTgwMzQwMDI@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0005527
nm0002989,Andrew Stevens,Producer,"Writer,Producer,Director",The Boondock Saints,"The Boondock Saints,3000 Miles to Graceland,The Whole Nine Yards,The Pledge",(1.78 m,"June 10, 1955","Memphis, Tennessee, USA","https://m.media-amazon.com/images/M/MV5BMGE0MjYwMTItZGRjOS00Zjc5LWEzYzAtMTY4NzUwZjU1YzA0XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR16,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0002989
nm2676147,Jonathan Groff,Actor,"Actor,Producer,Soundtrack",Frozen,"Frozen,Hamilton,The Matrix Resurrections,Mindhunter",(1.80 m,"March 26, 1985","Lancaster, Pennsylvania, USA","https://m.media-amazon.com/images/M/MV5BMTUzMDM1NzkxN15BMl5BanBnXkFtZTgwOTg0MzMwNDI@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2676147
nm0005562,Owen Wilson,Actor,"Actor,Producer,Writer",The Royal Tenenbaums,"The Royal Tenenbaums,Bottle Rocket,Wedding Crashers,Starsky & Hutch", (1.79 m,"November 18, 1968","Dallas, Texas, USA","https://m.media-amazon.com/images/M/MV5BMTgwMzQ4ODYxMV5BMl5BanBnXkFtZTcwNDAwMTc2NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0005562
nm2936228,Agyness Deyn,Actress,"Actress,Soundtrack",Clash of the Titans,"Clash of the Titans,Sunset Song,The Titan,Hail, Caesar!",(1.78 m,"February 16, 1983","Littleborough, Manchester, UK","https://m.media-amazon.com/images/M/MV5BMTkxOTg1NjU3Ml5BMl5BanBnXkFtZTcwOTE0MTYwNA@@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2936228
nm0005381,Rebecca Romijn,Actress,"Actress,Producer,Soundtrack",X-Men,"X-Men,Femme Fatale,X2,X-Men: The Last Stand",(1.80 m,"November 6, 1972","Berkeley, California, USA","https://m.media-amazon.com/images/M/MV5BMTUyMjM3MDg3Nl5BMl5BanBnXkFtZTcwMTIwNTExMw@@._V1_UY209_CR9,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0005381
nm6328300,Winston Duke,Actor,"Actor,Producer",Black Panther,"Black Panther,Us,Avengers: Infinity War,Black Panther: Wakanda Forever",1.96 m,"November 15, 1986",Trinidad and Tobago,"https://m.media-amazon.com/images/M/MV5BODgzMTk5MTEyOV5BMl5BanBnXkFtZTgwOTQyNzE2NzM@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm6328300
nm1405398,Dan Stevens,Actor,"Actor,Producer,Soundtrack",Downton Abbey,"Downton Abbey,The Guest,Beauty and the Beast",3 m,"October 10, 1982","Croydon, Surrey, England, UK","https://m.media-amazon.com/images/M/MV5BMTY0NTY5OTI2MF5BMl5BanBnXkFtZTgwNDkzMzIxMzE@._V1_UY209_CR5,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1405398
nm0000141,David Duchovny,Actor,"Actor,Producer,Director",The X Files,"The X Files,The X Files,Californication,The X Files: I Want to Believe",(1.83 m,"August 7, 1960","New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BNzBhMjAyZGYtZWQ1Yy00MTQxLWEwNjgtZTczYzJjMjIxZWE2XkEyXkFqcGdeQXVyNjk1MjYyNTA@._V1_UY209_CR19,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000141
nm1443644,Megan Boone,Actress,Actor,Accused,"Accused,The Underground Railroad,The Blacklist,Law & Order: Los Angeles",(1.69 m,April 29,"Petoskey, Michigan, USA","https://m.media-amazon.com/images/M/MV5BOTI2ZWYzZjktZDE4Yy00ZWVkLTg3ZmYtNzJiYjI5ODE4YTY3XkEyXkFqcGdeQXVyMjI0OTMyNzY@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1443644
nm0507073,Damian Lewis,Actor,"Actor,Producer,Soundtrack",Band of Brothers,"Band of Brothers,Dreamcatcher,Once Upon a Time... In Hollywood,Homeland",1.86 m,"February 11, 1971","St. John's Wood, London, England, UK","https://m.media-amazon.com/images/M/MV5BMTM2OTcyMDgxMl5BMl5BanBnXkFtZTcwNDU3NTU5OA@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0507073
nm3310211,Rose Leslie,Actress,Actress,Honeymoon,"Honeymoon,Game of Thrones,The Last Witch Hunter,Morgan",1.68 m,"February 9, 1987","Aberdeen, Scotland, UK","https://m.media-amazon.com/images/M/MV5BMjUxMjI4MDEwM15BMl5BanBnXkFtZTgwNzMyODM0MTE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3310211
nm0631490,Bill Nighy,Actor,"Actor,Producer,Soundtrack",Love Actually,"Love Actually,Sea Robbers: Corpse Treasure,Page Eight,About Time",1.88 m,"December 12, 1949","Caterham, Surrey, England, UK","https://m.media-amazon.com/images/M/MV5BZDQ2ZWUyNDctOGMzNC00ODUzLWI0N2ItMjVkZjRmNzI1MWQ4XkEyXkFqcGdeQXVyMTI2Nzk3NzI4._V1_UY209_CR19,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0631490
nm2782162,Emily Kinney,Actress,"Actress,Soundtrack",The Walking Dead,"The Walking Dead,It's Complicated,Arrow,The Flash",(1.64 m,August 15,"Wayne, Nebraska, USA","https://m.media-amazon.com/images/M/MV5BMzFiMTI2MzYtYjRiZS00NDg5LThlMzYtNzQ0MWYwOGUxOWE2XkEyXkFqcGdeQXVyMTQ2MDkwMjk@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2782162
nm1303956,Freema Agyeman,Actress,Actress,Doctor Who,"Doctor Who,Law & Order: UK,Sense8,The Matrix Resurrections",1.57 m,"March 20, 1979","London, England, UK","https://m.media-amazon.com/images/M/MV5BODA1M2NlN2YtZWNhMi00MzExLWFjNzctMjUyODBiMzA1YjRlXkEyXkFqcGdeQXVyMTYwOTM1ODUx._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1303956
nm2741235,Sara Waisglass,Actress,"Actress,Soundtrack",Ginny & Georgia,Ginny & Georgia,1.65 m,"July 3, 1998","Toronto, Ontario, Canada","https://m.media-amazon.com/images/M/MV5BNzQzZmVkZTYtZDhmMS00MTJjLWIwOTgtZjcxMTM3MzUyODdiXkEyXkFqcGdeQXVyMTI2MzMzNzgw._V1_UY209_CR25,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2741235
nm4025229,Suki Waterhouse,Actress,"Actress,Producer,Soundtrack",Daisy Jones & The Six,"Daisy Jones & the Six,Seance,Assassination Nation,A Rainy Day in New York",1.73 m,"January 5, 1992","Hammersmith, London, England, UK","https://m.media-amazon.com/images/M/MV5BNjk3NTA0MDctNTc0OC00NzY2LWEzZTItZTY2MjMwZGE1OTAyXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm4025229
nm0005454,Scott Speedman,Actor,"Actor,Soundtrack",Underworld,"Underworld,The Strangers,Barefoot,Underworld: Evolution",(1.80 m,"September 1, 1975","London, England, UK","https://m.media-amazon.com/images/M/MV5BZDYzOTAzZTgtODA3MS00ZmE0LWIwYmItNzBiMDMxNzVmZmFjXkEyXkFqcGdeQXVyNjY2OTk4MDU@._V1_UY209_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0005454
nm0000495,Téa Leoni,Actress,"Actress,Producer,Additional Crew",The Family Man,"The Family Man,Jurassic Park III,Deep Impact,Spanglish",1.73 m,"February 25, 1966","New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BNjYzOTc0Nzc3Ml5BMl5BanBnXkFtZTgwMzQ0NTA0NzM@._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000495
nm1377375,Rachel Bilson,Actress,"Actress,Producer",Jumper,"Jumper,The O.C.,The Last Kiss,The to Do List",1.57 m,"August 25, 1981","Los Angeles, California, USA","https://m.media-amazon.com/images/M/MV5BMTM2NjUxNzgxMV5BMl5BanBnXkFtZTcwNTc1Mjc1MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1377375
nm0000664,Patrick Swayze,Actor,"Actor,Producer,Additional Crew",Dirty Dancing,"Dirty Dancing,Ghost,Road House,Point Break",(1.77 m,"August 18, 1952","Houston, Texas, USA","https://m.media-amazon.com/images/M/MV5BNDM2NjI0MjYyMV5BMl5BanBnXkFtZTYwMjY1ODMz._V1_UY209_CR3,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000664
nm0517820,Lindsay Lohan,Actress,"Actress,Producer,Music Department",The Parent Trap,"The Parent Trap,Mean Girls,Freaky Friday,I Know Who Killed Me",1.65 m,"July 2, 1986","The Bronx, New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BYTU3ZmUzMjYtNWU4MC00NDg1LTk5MzEtMjZmNTk5ZTEzMWYwXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR11,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0517820
nm0000047,Sophia Loren,Actress,"Actress,Soundtrack",La ciociara,"Two Women,Marriage Italian Style,Una giornata particolare,Arabesque",(1.74 m,"September 20, 1934","Rome, Lazio, Italy","https://m.media-amazon.com/images/M/MV5BOTczNzg5MzAwMl5BMl5BanBnXkFtZTcwNzE0MjcxNQ@@._V1_UY209_CR6,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000047
nm6300209,Jen Richards,Actress,"Actress,Writer,Producer",Her Story,"Her Story,Mrs. Fletcher,Blindspot,There You Are",1.73 m,"January 30, 1976","Natchez, Mississippi, USA","https://m.media-amazon.com/images/M/MV5BNjQ4OWFhMjEtZDUwYy00MzViLTk5MDMtZDUyZDQxZGZjY2NiXkEyXkFqcGdeQXVyNjI4NTk1Nzg@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm6300209
nm2187603,Scott Porter,Actor,"Actor,Soundtrack",Speed Racer,"Speed Racer,Prom Night,Dear John,Friday Night Lights",3 m,"July 14, 1979","Omaha, Nebraska, USA","https://m.media-amazon.com/images/M/MV5BMTY0OTkyNzI3NF5BMl5BanBnXkFtZTgwMDkxNjkxMTE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2187603
nm4836100,Nell Tiger Free,Actress,Actress,Game of Thrones,"Servant,Game of Thrones,Too Old to Die Young,Settlers",1.70 m,"October 13, 1999","Kingston upon Thames, Surrey, England, UK","https://m.media-amazon.com/images/M/MV5BOTE2OGFkODgtMjI2NS00YTAzLTk5ZGQtZGFhNjMyOTNhYmIwXkEyXkFqcGdeQXVyMTE1MTYxNDAw._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm4836100
nm0004950,Jennifer Garner,Actress,"Actress,Producer,Director",Alias,"Alias,13 Going on 30,Daredevil,Juno",1.75 m,"April 17, 1972","Houston, Texas, USA","https://m.media-amazon.com/images/M/MV5BNTA4MDgzMTc1Nl5BMl5BanBnXkFtZTcwNjQyMjIwNQ@@._V1_UY209_CR10,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0004950
nm0000223,Elisabeth Shue,Actress,"Actress,Producer,Soundtrack",Leaving Las Vegas,"Leaving Las Vegas,Adventures in Babysitting,The Saint,The Karate Kid",1.57 m,"October 6, 1963","Wilmington, Delaware, USA","https://m.media-amazon.com/images/M/MV5BOWFkZTIxN2ItODhlOC00MDMwLWEyYTEtZWMxNWQ2MzU3ZjZmXkEyXkFqcGdeQXVyNjk1MjYyNTA@._V1_UY209_CR34,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000223
nm1024264,Julie Ann Emery,Actress,"Actress,Director,Writer",Five Days at Memorial,"Five Days at Memorial,Better Call Saul,Fargo,Catch-22",1.63 m,"January 16, 1975","Crossville, Tennessee, USA","https://m.media-amazon.com/images/M/MV5BNTk0ODQ1OTQxM15BMl5BanBnXkFtZTgwMjMzMTE0NDE@._V1_UY209_CR5,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1024264
nm0269463,Jon Favreau,Producer,"Producer,Actor,Writer",Chef,"Chef,Iron Man,Swingers,Avengers: Endgame",1.85 m,"October 19, 1966","Queens, New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BNjcwNzg4MjktNDNlMC00M2U1LWJmMjgtZTVkMmI4MDI2MTVmXkEyXkFqcGdeQXVyMjI4MDI0NTM@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0269463
nm0001752,Steven Soderbergh,Director,"Producer,Director,Cinematographer","Sex, Lies, and Videotape","Sex, Lies, and Videotape,Traffic,Behind the Candelabra,Erin Brockovich",3 m,"January 14, 1963","Atlanta, Georgia, USA","https://m.media-amazon.com/images/M/MV5BMTQwMjE3ODU1NV5BMl5BanBnXkFtZTYwMzc3MDIz._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001752
nm5555747,Callie Hernandez,Actress,"Actress,Writer,Soundtrack",Shotgun Wedding,"Shotgun Wedding,The Flight Attendant,La La Land,Alien: Covenant",1.70 m,"May 24, 1988","Jacksonville, Florida, USA","https://m.media-amazon.com/images/M/MV5BYzQyOWE4NTgtNDllYS00ZWM0LTk4ODAtZTNiYWE5MzJiZTJjXkEyXkFqcGdeQXVyNDE1MjI5NTY@._V1_UY209_CR72,0,140,209_AL_.jpg",https://www.imdb.com/name/nm5555747
nm0000399,David Fincher,Director,"Producer,Director,Writer",Se7en,"Se7en,Zodiac,Gone Girl,The Social Network",(1.84 m,"August 28, 1962","Denver, Colorado, USA","https://m.media-amazon.com/images/M/MV5BMTc1NDkwMTQ2MF5BMl5BanBnXkFtZTcwMzY0ODkyMg@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000399
nm1404239,Evan Peters,Actor,"Actor,Producer,Soundtrack",X-Men: Apocalypse,"X-Men: Apocalypse,X-Men: Days of Future Past,Dark Phoenix,Never Back Down",(1.77 m,"January 20, 1987","St. Louis, Missouri, USA","https://m.media-amazon.com/images/M/MV5BMjA2NDg2ODYwMV5BMl5BanBnXkFtZTgwNTE4MzQyNzE@._V1_UY209_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1404239
nm0002124,Melora Hardin,Actress,"Actress,Director,Producer",17 Again,"17 Again,Hannah Montana: The Movie,The Office,27 Dresses",1.70 m,"June 29, 1967","Houston, Texas, USA","https://m.media-amazon.com/images/M/MV5BMTcyNzAzODk5Ml5BMl5BanBnXkFtZTcwMjEyNTE2Mg@@._V1_UY209_CR4,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0002124
nm0000106,Drew Barrymore,Producer,"Producer,Actress,Director",Charlie's Angels,"Charlie's Angels,50 First Dates,Never Been Kissed,The GIrl",1.63 m,"February 22, 1975","Culver City, California, USA","https://m.media-amazon.com/images/M/MV5BMjEyOTMzODIxM15BMl5BanBnXkFtZTcwODM2NTY5Mg@@._V1_UY209_CR4,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000106
nm5327318,Leo Suter,Actor,Actor,Vikings: Valhalla,"Vikings: Valhalla,Sanditon,Clique,The Liberator",1.88 m,"September 26, 1993","London, England, UK","https://m.media-amazon.com/images/M/MV5BMDk4MDg2Y2EtYzJkZS00YWJlLTg0Y2QtODcwYjI4YTExYzIxXkEyXkFqcGdeQXVyNzEzMzQzMzc@._V1_UY209_CR20,0,140,209_AL_.jpg",https://www.imdb.com/name/nm5327318
nm6819854,Justice Smith,Actor,"Actor,Soundtrack",Jurassic World: Fallen Kingdom,"Jurassic World: Fallen Kingdom,Pokémon: Detective Pikachu,Paper Towns,All the Bright Places",(1.78 m,"August 9, 1995","Los Angeles, California, USA","https://m.media-amazon.com/images/M/MV5BNDI4Y2UzZTAtYWVhOS00MDhkLWFhNzAtOGVhNjcwMTM0MjQ2XkEyXkFqcGdeQXVyNTU2NjEwMzY@._V1_UY209_CR87,0,140,209_AL_.jpg",https://www.imdb.com/name/nm6819854
nm0396125,Nina Hoss,Actress,"Actress,Soundtrack",Phoenix,"Phoenix,A Most Wanted Man,Barbara,Tár",(1.80 m,"July 7, 1975","Stuttgart, Baden-Württemberg, Germany","https://m.media-amazon.com/images/M/MV5BMjA4OTM1NTUzNV5BMl5BanBnXkFtZTgwNjA2ODA5OTE@._V1_UY209_CR87,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0396125
nm0012078,Scott Adkins,Actor,"Actor,Producer,Stunts",Accident Man 2,"Accident Man: Hitman's Holiday,John Wick: Chapter 4,Boyka: Undisputed IV,Avengement",(1.78 m,"June 17, 1976","Sutton Coldfield, West Midlands, England, UK","https://m.media-amazon.com/images/M/MV5BZjM2MWU1YTEtNDExYS00NWVmLTkzZmQtYTg2ZDI5N2M3ZTE0XkEyXkFqcGdeQXVyMTA2NjI0MQ@@._V1_UY209_CR2,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0012078
nm0908094,Paul Walker,Actor,"Actor,Producer,Additional Crew",The Fast and the Furious,"The Fast and the Furious,Fast & Furious 7,Running Scared,Hours",1.88 m,"September 12, 1973","Glendale, California, USA","https://m.media-amazon.com/images/M/MV5BMjIwODc0OTk2Nl5BMl5BanBnXkFtZTcwOTQ5MDA0Mg@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0908094
nm0000633,Tom Selleck,Actor,"Actor,Producer,Writer",Blue Bloods,"Blue Bloods,Magnum, P.I.,In & Out,3 Men and a Baby",1.93 m,"January 29, 1945","Detroit, Michigan, USA","https://m.media-amazon.com/images/M/MV5BMTQyMjQzODMzNF5BMl5BanBnXkFtZTcwMjE0NTM1Mw@@._V1_UY209_CR2,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000633
nm0005049,Allison Janney,Actress,"Actress,Producer,Music Department",The Help,"The Help,Juno,The Hours,Hairspray",(1.84 m,"November 19, 1959","Boston, Massachusetts, USA","https://m.media-amazon.com/images/M/MV5BMjAyNjc2NzgxM15BMl5BanBnXkFtZTgwODQyMjM1MjE@._V1_UY209_CR6,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0005049
nm0405103,Sarah Hyland,Actress,"Actress,Producer,Writer",Vampire Academy,"Vampire Academy,Modern Family,Geek Charming,See You in Valhalla",1.55 m,"November 24, 1990","Manhattan, New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMjI0Njc0NDA2OV5BMl5BanBnXkFtZTgwMTAyMzM0NzE@._V1_UY209_CR12,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0405103
nm0004851,Penélope Cruz,Actress,"Actress,Producer,Writer",Vicky Cristina Barcelona,"Vicky Cristina Barcelona,Vanilla Sky,Pirates of the Caribbean: On Stranger Tides,The Return",1.68 m,"April 28, 1974","Alcobendas, Madrid, Spain","https://m.media-amazon.com/images/M/MV5BMTM0Mzc1MTc2OF5BMl5BanBnXkFtZTcwMzE4MzQxMw@@._V1_UY209_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0004851
nm0390155,Amanda Holden,Actress,"Actress,Writer,Soundtrack",Wild at Heart,"Wild at Heart,Agatha Christie's Marple,Jonathan Creek,Virtual Sexuality",1.63 m,"February 16, 1971","Bishop's Waltham, Hampshire, England, UK","https://m.media-amazon.com/images/M/MV5BMjAyMzgzMDc1N15BMl5BanBnXkFtZTcwOTc5NzY4Mw@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0390155
nm0000708,Billy Zane,Actor,"Actor,Producer,Director",Titanic,"Titanic,The Phantom,Dead Calm,Back to the Future Part II",(1.84 m,"February 24, 1966","Chicago, Illinois, USA","https://m.media-amazon.com/images/M/MV5BMTI5NzA2NTE0NF5BMl5BanBnXkFtZTcwNzAxMTUxMw@@._V1_UY209_CR10,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000708
nm0339460,Judy Greer,Actress,"Actress,Producer,Director",13 Going on 30,"13 Going on 30,Jurassic World,Ant-Man,Halloween Kills",1.73 m,"July 20, 1975","Detroit, Michigan, USA","https://m.media-amazon.com/images/M/MV5BMTg5MTAyMzMzMl5BMl5BanBnXkFtZTcwMDY2Mzc2NQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0339460
nm2288842,Michaela McManus,Actress,Actress,Into the Grizzly Maze,"Into the Grizzly Maze,The Block Island Sound,Aquarius,Awake",1.75 m,"May 20, 1983","Warwick, Rhode Island, USA","https://m.media-amazon.com/images/M/MV5BNDI5ODIzNzQwNV5BMl5BanBnXkFtZTgwODYyMDcyMDE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2288842
nm0810619,Jurnee Smollett,Actress,"Actress,Producer,Soundtrack",Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,"Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,Lovecraft Country,The Great Debaters,Lou",1.68 m,"October 1, 1986","New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BNWM0ZmNhZTgtMGVkYS00OTg3LTlkYzUtZTdjMjUzNDc5YjhiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0810619
nm3665787,Tom Cullen,Actor,"Actor,Producer,Director",Weekend,"Weekend,Castle in the Ground,The Other Half,Black Mirror",1.85 m,"July 17, 1985","Aberystwyth, Wales, UK","https://m.media-amazon.com/images/M/MV5BY2NiNzZkZTItMDc0ZC00YWQ2LWIyODUtNmU5NjRlNDBlZGJjXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR10,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3665787
nm3109964,Brian Tyree Henry,Actor,"Actor,Producer,Additional Crew",Spider-Man: Into the Spider-Verse,"Spider-Man: Into the Spider-Verse,Bullet Train,If Beale Street Could Talk,Hotel Artemis",1.88 m,"March 31, 1982","Fayetteville, North Carolina, USA","https://m.media-amazon.com/images/M/MV5BMGVjNDQxNjEtYmJhMy00ZjZkLTg0YjYtYjNkOTdjZGJkYWM4XkEyXkFqcGdeQXVyMjE0NjY2NTA@._V1_UY209_CR43,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3109964
nm1944055,Lauren Lapkus,Actress,"Actress,Music Department,Writer",The Wrong Missy,"The Wrong Missy,Good Girls,Orange Is the New Black,Jurassic World",(1.78 m,"September 6, 1985","Chicago, Illinois, USA","https://m.media-amazon.com/images/M/MV5BYzUyZWQxZjYtNzJlMi00NGMyLWFmNmUtZjZjNTdlODQ4NDE2XkEyXkFqcGdeQXVyMjQxNzM1NjM@._V1_UY209_CR10,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1944055
